TRADEDATE,CLOSE,EMA_12,EMA_26,MACD,MACD_signal,RSI,ADX,Stoch_K,Stoch_D,ATR,Signal
2024-10-07,113.38,,,,,,0.0,,,0.0,HOLD
2024-10-08,112.74,,,,,,0.0,,,0.0,HOLD
2024-10-09,110.68,,,,,,0.0,,,0.0,HOLD
2024-10-10,106.85,,,,,,0.0,,,0.0,HOLD
2024-10-11,107.99,,,,,,0.0,,,0.0,HOLD
2024-10-14,109.07,,,,,,0.0,,,0.0,HOLD
2024-10-15,111.02,,,,,,0.0,,,0.0,HOLD
2024-10-16,109.13,,,,,,0.0,,,0.0,HOLD
2024-10-17,106.99,,,,,,0.0,,,0.0,HOLD
2024-10-18,109.59,,,,,,0.0,,,0.0,HOLD
2024-10-21,108.75,,,,,,0.0,,,0.0,HOLD
2024-10-22,107.75,109.52964472468021,,,,,0.0,,,0.0,HOLD
2024-10-23,103.81,108.64969938242172,,,,,0.0,,,0.0,HOLD
2024-10-24,104.59,108.02513024666453,,,,31.721542289190197,0.0,8.150470219435755,,1.7064285714285725,HOLD
2024-10-25,102.33,107.1489563625623,,,,27.519219351987914,0.0,0.0,,1.7459693877551035,HOLD
2024-10-28,97.6,105.67988615293733,,,,21.191645815006623,0.0,0.0,2.7168234064785852,1.959114431486882,HOLD
2024-10-29,101.12,104.97836520633159,,,,33.4543670927342,0.0,26.229508196721383,8.743169398907128,2.0706062578092483,HOLD
2024-10-30,97.89,103.88784748228058,,,,28.99580951436161,0.0,2.160953800298109,9.463487332339831,2.1534200965371597,HOLD
2024-10-31,98.2,103.01279402346817,,,,29.96058865195394,0.0,4.470938897168469,10.953800298062653,2.0217472324987913,HOLD
2024-11-01,100.56,102.63544109678077,,,,36.98082348116356,0.0,22.056631892697524,9.5628415300547,2.045908144463163,HOLD
2024-11-02,103.96,102.83921938958372,,,,45.46206515244809,0.0,53.04420350291906,26.523924764261682,2.1426289912872223,HOLD
2024-11-05,102.13,102.73010871426314,,,,42.172258105513585,0.0,37.78148457047538,37.62743998869732,2.1202983490524203,HOLD
2024-11-06,103.24,102.80855352745343,,,,44.78234977385111,0.0,47.03919933277728,45.9549624687239,2.0481341812629617,HOLD
2024-11-07,103.73,102.95031452322982,,,,45.94228828816394,0.0,54.97757847533638,46.599420792863015,1.936838882601322,HOLD
2024-11-08,105.15,103.28872767350215,,,,49.26822551705735,0.0,74.38423645320204,58.800338087105224,1.8999218195583707,HOLD
2024-11-11,108.57,104.10123110834797,105.56469872285325,-1.4634676145052765,,56.24987628578923,0.0,100.00000000000001,76.45393830951281,2.0084988324470574,HOLD
2024-11-12,105.24,104.27642632244829,105.54064696560486,-1.2642206431565768,,49.156373921977384,0.0,69.64448495897904,81.3429071373937,2.102891772986553,HOLD
2024-11-13,103.05,104.08774534976394,105.35615459778228,-1.2684092480183438,,45.12595561521914,23.582835037336938,49.68094804010941,73.10847766636282,2.1091137892017993,HOLD
2024-11-14,103.43,103.98655375749256,105.21347647942804,-1.2269227219354804,,45.95400824249033,22.711956169031914,53.14494074749328,57.490124582193914,1.9856056614016713,HOLD
2024-11-15,105.18,104.17016087172448,105.21099674021114,-1.040835868486667,,49.717145255215684,21.408202155656415,68.25842696629225,57.028105251298314,1.9687766855872664,HOLD
2024-11-18,102.97,103.98552073761302,105.04499698167699,-1.0594762440639727,,45.41645033297329,20.730019175064772,47.565543071161066,56.32297026164886,1.9860069223310337,HOLD
2024-11-19,98.39,103.12467139336486,104.55203424229352,-1.4273628489286523,,38.0672250582086,21.033398492292445,1.8322082931533066,39.218726110202205,2.171292142164531,HOLD
2024-11-20,96.22,102.06241425592412,103.93484652064214,-1.8724322647180145,,35.163846364115514,21.69208990826782,0.0,16.465917121438125,2.1711998462956363,HOLD
2024-11-21,95.5,101.05281206270503,103.31004307466866,-2.2572310119636256,-1.572956613216661,34.230959486295475,22.425888351842385,0.0,0.6107360977177688,2.067542714417377,HOLD
2024-11-22,94.09,99.98161020690425,102.62707692098951,-2.6454667140852592,-1.7874586333903808,32.4172011332043,23.346223294514598,0.0,0.0,2.020575377673278,HOLD
2024-11-25,88.97,98.28751632891897,101.6154415935088,-3.3279252645898367,-2.095551959630272,26.8531498930096,24.946009984464403,0.0,0.0,2.2419628506966154,HOLD
2024-11-26,78.13,95.18635997062374,99.8757792532489,-4.689419282625153,-2.614325424229248,19.300139805094872,27.473453686463422,0.0,0.0,2.8561083613611435,HOLD
2024-11-27,81.32,93.053073821297,98.50127708634157,-5.448203265044569,-3.1811009923923126,25.904946742462357,28.921212101603892,10.479632063074895,3.4932106876916316,2.8799577641210616,HOLD
2024-11-28,84.56,91.746447079559,97.46858989476071,-5.722142815201707,-3.6893093569541917,31.99301968397846,29.43095538693536,21.123521681997396,10.534384581690764,2.905675066683844,HOLD
2024-11-29,85.45,90.77776291347301,96.57832397663029,-5.800561063157275,-4.111559698194808,33.60679818486382,29.682118554773126,27.001106602729646,19.534753449267313,2.7616982762064266,HOLD
2024-12-02,84.82,89.86118400370793,95.70733701539842,-5.84615301169049,-4.458478360893945,33.009670983023966,29.99737870970452,24.731977818853956,24.285535367860334,2.609434113620254,HOLD
