TRADEDATE,CLOSE,EMA_12,EMA_26,MACD,MACD_signal,RSI,ADX,Stoch_K,Stoch_D,ATR,Signal
2024-10-07,209.15,,,,,,0.0,,,0.0,HOLD
2024-10-08,214.07,,,,,,0.0,,,0.0,HOLD
2024-10-09,212.62,,,,,,0.0,,,0.0,HOLD
2024-10-10,213.21,,,,,,0.0,,,0.0,HOLD
2024-10-11,206.12,,,,,,0.0,,,0.0,HOLD
2024-10-14,208.51,,,,,,0.0,,,0.0,HOLD
2024-10-15,209.76,,,,,,0.0,,,0.0,HOLD
2024-10-16,210.13,,,,,,0.0,,,0.0,HOLD
2024-10-17,208.0,,,,,,0.0,,,0.0,HOLD
2024-10-18,204.31,,,,,,0.0,,,0.0,HOLD
2024-10-21,206.46,,,,,,0.0,,,0.0,HOLD
2024-10-22,210.07,208.66338825757757,,,,,0.0,,,0.0,HOLD
2024-10-23,202.32,207.6874823717964,,,,,0.0,,,0.0,HOLD
2024-10-24,203.72,207.07710046844312,,,,40.856676007593464,0.0,11.914893617021326,,2.7707142857142832,HOLD
2024-10-25,204.95,206.7498542425288,,,,43.66916442715541,0.0,22.382978723404218,,2.6606632653061193,HOLD
2024-10-28,195.4,205.00372282060133,,,,31.245382845931175,0.0,0.0,11.43262411347518,3.1527587463556808,HOLD
2024-10-29,195.82,203.59084238666264,,,,32.159493164856016,0.0,2.358225715889879,8.247068146431365,2.95756169304456,HOLD
2024-10-30,191.61,201.74763586563762,,,,28.123230355234057,0.0,0.0,0.7860752386299609,3.047021572112804,HOLD
2024-10-31,189.77,199.90492265553954,,,,26.554566576779976,0.0,0.0,0.7860752386299609,2.9608057455333183,HOLD
2024-11-01,189.25,198.26570378545654,,,,26.11130162882499,0.0,0.0,0.0,2.786462477995225,HOLD
2024-11-02,190.03,196.99867243384784,,,,28.05139439635056,0.0,3.735632183908052,1.2452107279693518,2.6431437295669946,HOLD
2024-11-05,191.68,196.18041513633278,,,,32.112182714406885,0.0,11.671469740634043,5.135700641514033,2.5722048917407814,HOLD
2024-11-06,197.69,196.41265896151236,,,,44.41769582021134,0.0,40.53794428434198,18.648348736294693,2.8177616851878677,HOLD
2024-11-07,203.54,197.50917296743353,,,,53.29253095148305,0.0,68.63592699327567,40.28178033941723,3.0343501362458767,HOLD
2024-11-08,212.26,199.77853097244375,,,,62.82176192384202,0.0,100.0,69.72462375920588,3.440467983656885,HOLD
2024-11-11,217.86,202.56029543822166,203.11300965868352,-0.5527142204618656,,67.41895509422767,0.0,100.0,89.54530899775857,3.594720270538538,HOLD
2024-11-12,212.05,204.02024998618757,203.7750089432255,0.24524104296207838,,59.23513423269648,0.0,79.69241523942677,93.23080507980892,3.7529545369286423,HOLD
2024-11-13,211.63,205.19098075754331,204.3568601326162,0.8341206249271238,,58.68060237424692,24.06908524956801,78.2243970639636,85.97227076779677,3.5148863557194545,HOLD
2024-11-14,208.1,205.63852217945973,204.63412975242238,1.0043924270373452,,54.096771646050186,22.830020299421275,65.88605382733306,74.6009553769078,3.5159659017394937,HOLD
2024-11-15,210.62,206.40490338261978,205.07752754853922,1.3273758340805557,,56.69728819387807,22.021142612566024,74.69416288011183,72.93487125713615,3.4448254801866733,HOLD
2024-11-18,206.53,206.4241490160629,205.18511810049927,1.2390309155636317,,51.58894048656918,20.61485094515849,60.398462076197106,66.99289292788067,3.4909093744590542,HOLD
2024-11-19,201.5,205.6665876289763,204.91214638935116,0.7544412396251232,,46.089149129871636,19.693845986310773,42.81719678434112,59.303273913550015,3.60084441914055,HOLD
2024-11-20,198.99,204.63942030144148,204.47346887902887,0.1659514224126042,,43.5917697240009,19.16917761125945,34.04404054526391,45.75323313526738,3.5229269606305103,HOLD
2024-11-21,203.87,204.52104794737355,204.42876748058228,0.09228046679126578,0.40430409546137613,49.33937771072254,17.91943376107307,49.730506647502686,42.197247992369235,3.6198607491569024,HOLD
2024-11-22,199.23,203.70704057085456,204.04367359313176,-0.3366330222771978,0.25611667191366133,44.67793259179332,17.38173551302787,28.838808250572885,37.53778514777983,3.6927278385028393,HOLD
2024-11-25,190.32,201.64749586764617,203.02710517882568,-1.3796093111795074,-0.0710285247049724,37.37562984197053,17.874260658716818,0.0,26.18977163269186,4.065390135752636,HOLD
2024-11-26,190.6,199.9478811187775,202.10657886928306,-2.158697750505553,-0.4885623698650885,37.72012214970218,18.285296228860382,1.0167029774872947,9.95183707602006,3.7950051260560187,HOLD
2024-11-27,188.98,198.26051479281173,201.13423969378061,-2.873724900968881,-0.965594876085847,36.47010815374785,18.838705912006112,0.0,0.3389009924957649,3.6396476170520176,HOLD
2024-11-28,183.64,196.01120482468684,199.8383700868339,-3.827165262147048,-1.5379089532980874,32.6313737210193,19.883673469172617,0.0,0.3389009924957649,3.7611013586911595,HOLD
2024-11-29,184.41,194.22640408242734,198.69552785817953,-4.469123775752195,-2.124151917788909,33.71480582752045,20.70747495154378,2.7103132699753942,0.9034377566584647,3.547451261641792,HOLD
